Council Area,Organisation ,Session Name,Activity Status,Support Type,Delivery Type,Age Group,Day,Start,End,Address,Postcode,Lead Contact,Phone,Email,Website,Self Referral,Cost Type,Cost Amount,Eligibility,Description on Recovery Map,Additional Notes,Category,Start Time,End Time,Time Range,Full Address,lat,lng
Dundee City,Parish Nursing Dundee,Drop In,Scheduled Activity,Health And Wellbeing,Drop-In,Unknown,Monday,13:00:00,15:00:00,"The Steeple Church, Nethergate, Dundee",DD1 4DG,Barbara MacFarlane/Kirsty Nelson,07938 191450,parishnursing@outlook.com,https://parishnursingdundee.org.uk/,Yes,Free,,,"We run 2 drops-ins throough the week, we also undertake street-level outreach to support physical, mental, social and spiritual health. We offer one-to-one support to help people into, and to sustain recovery.",,Health and Wellbeing,13:00,15:00,13:00-15:00,"The Steeple Church, Nethergate, Dundee, DD1 4DG, Scotland",56.459469,-2.972778
Dundee City,Parish Nursing Dundee,Drop In,Scheduled Activity,Health And Wellbeing,Drop-In,Unknown,Thursday,13:00:00,15:00:00,"The Steeple Church, Nethergate, Dundee",DD1 4DG,Barbara MacFarlane/Kirsty Nelson,07938 191450,parishnursing@outlook.com,https://parishnursingdundee.org.uk/,Yes,Free,,,"We run 2 drops-ins throough the week, we also undertake street-level outreach to support physical, mental, social and spiritual health. We offer one-to-one support to help people into, and to sustain recovery.",,Health and Wellbeing,13:00,15:00,13:00-15:00,"The Steeple Church, Nethergate, Dundee, DD1 4DG, Scotland",56.459469,-2.972778
Dundee City,Parish Nursing Dundee,Men'S Social Group,Scheduled Activity,Health And Wellbeing,Group,Men,Monday,10:30:00,12:00:00,"The Steeple Church, Nethergate, Dundee",DD1 4DG,Barbara MacFarlane/Kirsty Nelson,07938 191450,parishnursing@outlook.com,https://parishnursingdundee.org.uk/,Yes,Free,,Men,"We run 2 drops-ins throough the week, we also undertake street-level outreach to support physical, mental, social and spiritual health. We offer one-to-one support to help people into, and to sustain recovery.",,Health and Wellbeing,10:30,12:00,10:30-12:00,"The Steeple Church, Nethergate, Dundee, DD1 4DG, Scotland",56.459469,-2.972778
Dundee City,Parish Nursing Dundee,Men'S Recovery Support Group,Scheduled Activity,Health And Wellbeing,Group,Men,Thursday,11:00:00,12:00:00,"The Steeple Church, Nethergate, Dundee",DD1 4DG,Barbara MacFarlane/Kirsty Nelson,07938 191450,parishnursing@outlook.com,https://parishnursingdundee.org.uk/,Yes,Free,,Men,"We run 2 drops-ins throough the week, we also undertake street-level outreach to support physical, mental, social and spiritual health. We offer one-to-one support to help people into, and to sustain recovery.",,Health and Wellbeing,11:00,12:00,11:00-12:00,"The Steeple Church, Nethergate, Dundee, DD1 4DG, Scotland",56.459469,-2.972778
Dundee City,Eagle Wings Trust,Food Van,Scheduled Activity,Food Resources,Drop-In,All Ages,Monday,19:00:00,20:00:00,"Constitution Road, Next to Bell St Car Park, Dundee",DD1 1LL,Unknown,01382 201532,eagleswingstrust@outlook.com,https://www.facebook.com/EaglesWingsTrust,Yes,Free,,Open to all,Sharing God's love with individuals and enabling them to start their own recovery journey.,"Eagles Wings Trust is a charity that exists to help those who are homeless, addicted or in the process of recovery, to find freedom from homelessness or addictions, and discover the ultimate freedom in Christ. We provide a soupkitchen 4 nights a week, serving soup, sandwiches, hot drinks etc. We also give out clothes, blankets and literature. During the day we have a drop-in and meet up with some of the service users who are needing a listening ear or advice. We are also involved in a community garden where some of our service users work on Thursdays",Food Resources,19:00,20:00,19:00-20:00,"Constitution Road, Next to Bell St Car Park, Dundee, DD1 1LL, Scotland",56.462299,-2.97493
Dundee City,Eagle Wings Trust,Food Van,Scheduled Activity,Food Resources,Drop-In,All Ages,Tuesday,19:00:00,20:00:00,"Constitution Road, Next to Bell St Car Park, Dundee",DD1 1LL,Unknown,01382 201532,eagleswingstrust@outlook.com,https://www.facebook.com/EaglesWingsTrust,Yes,Free,,Open to all,Sharing God's love with individuals and enabling them to start their own recovery journey.,"Eagles Wings Trust is a charity that exists to help those who are homeless, addicted or in the process of recovery, to find freedom from homelessness or addictions, and discover the ultimate freedom in Christ. We provide a soupkitchen 4 nights a week, serving soup, sandwiches, hot drinks etc. We also give out clothes, blankets and literature. During the day we have a drop-in and meet up with some of the service users who are needing a listening ear or advice. We are also involved in a community garden where some of our service users work on Thursdays",Food Resources,19:00,20:00,19:00-20:00,"Constitution Road, Next to Bell St Car Park, Dundee, DD1 1LL, Scotland",56.462299,-2.97493
Dundee City,Eagle Wings Trust,Food Van,Scheduled Activity,Food Resources,Drop-In,All Ages,Wednesday,19:00:00,20:00:00,"Constitution Road, Next to Bell St Car Park, Dundee",DD1 1LL,Unknown,01382 201532,eagleswingstrust@outlook.com,https://www.facebook.com/EaglesWingsTrust,Yes,Free,,Open to all,Sharing God's love with individuals and enabling them to start their own recovery journey.,"Eagles Wings Trust is a charity that exists to help those who are homeless, addicted or in the process of recovery, to find freedom from homelessness or addictions, and discover the ultimate freedom in Christ. We provide a soupkitchen 4 nights a week, serving soup, sandwiches, hot drinks etc. We also give out clothes, blankets and literature. During the day we have a drop-in and meet up with some of the service users who are needing a listening ear or advice. We are also involved in a community garden where some of our service users work on Thursdays",Food Resources,19:00,20:00,19:00-20:00,"Constitution Road, Next to Bell St Car Park, Dundee, DD1 1LL, Scotland",56.462299,-2.97493
Dundee City,Eagle Wings Trust,Food Van,Scheduled Activity,Food Resources,Drop-In,All Ages,Thursday,19:00:00,20:00:00,"Constitution Road, Next to Bell St Car Park, Dundee",DD1 1LL,Unknown,01382 201532,eagleswingstrust@outlook.com,https://www.facebook.com/EaglesWingsTrust,Yes,Free,,Open to all,Sharing God's love with individuals and enabling them to start their own recovery journey.,"Eagles Wings Trust is a charity that exists to help those who are homeless, addicted or in the process of recovery, to find freedom from homelessness or addictions, and discover the ultimate freedom in Christ. We provide a soupkitchen 4 nights a week, serving soup, sandwiches, hot drinks etc. We also give out clothes, blankets and literature. During the day we have a drop-in and meet up with some of the service users who are needing a listening ear or advice. We are also involved in a community garden where some of our service users work on Thursdays",Food Resources,19:00,20:00,19:00-20:00,"Constitution Road, Next to Bell St Car Park, Dundee, DD1 1LL, Scotland",56.462299,-2.97493
Dundee City,Eagle Wings Trust,Drop In,Scheduled Activity,Health And Wellbeing,One-To-One,All Ages,Tuesday,13:00:00,15:00:00,"The Gatehouse, c/o Strathmore Lodge, 31 Ward Road, Dundee",DD1 1NG,Unknown,01382 201532,eagleswingstrust@outlook.com,https://www.facebook.com/EaglesWingsTrust,Yes,Free,,Open to all,Sharing God's love with individuals and enabling them to start their own recovery journey.,"Eagles Wings Trust is a charity that exists to help those who are homeless, addicted or in the process of recovery, to find freedom from homelessness or addictions, and discover the ultimate freedom in Christ. We provide a soupkitchen 4 nights a week, serving soup, sandwiches, hot drinks etc. We also give out clothes, blankets and literature. During the day we have a drop-in and meet up with some of the service users who are needing a listening ear or advice. We are also involved in a community garden where some of our service users work on Thursdays",Health and Wellbeing,13:00,15:00,13:00-15:00,"The Gatehouse, c/o Strathmore Lodge, 31 Ward Road, Dundee, DD1 1NG, Scotland",56.46169,-2.97784
Dundee City,Eagle Wings Trust,Drop In,Scheduled Activity,Health And Wellbeing,One-To-One,All Ages,Wednesday,13:00:00,15:00:00,"The Gatehouse, c/o Strathmore Lodge, 31 Ward Road, Dundee",DD1 1NG,Unknown,01382 201532,eagleswingstrust@outlook.com,https://www.facebook.com/EaglesWingsTrust,Yes,Free,,Open to all,Sharing God's love with individuals and enabling them to start their own recovery journey.,"Eagles Wings Trust is a charity that exists to help those who are homeless, addicted or in the process of recovery, to find freedom from homelessness or addictions, and discover the ultimate freedom in Christ. We provide a soupkitchen 4 nights a week, serving soup, sandwiches, hot drinks etc. We also give out clothes, blankets and literature. During the day we have a drop-in and meet up with some of the service users who are needing a listening ear or advice. We are also involved in a community garden where some of our service users work on Thursdays",Health and Wellbeing,13:00,15:00,13:00-15:00,"The Gatehouse, c/o Strathmore Lodge, 31 Ward Road, Dundee, DD1 1NG, Scotland",56.46169,-2.97784
Dundee City,Church Army,Pirate Monks,Scheduled Activity,Health And Wellbeing,Group,Men,Unknown,Unknown,Unknown,"Saint Luke's Church, Saint Luke's Road, Dundee",DD3 0LD,Kerry Dixon,07711 410017,kerry.dixon@churcharmy.org,https://www.facebook.com/Stlukesdundee,Unknown,Unknown,,Men,Faith-based recovery group (men only).,,Health and Wellbeing,,,Unknown,"Saint Luke's Church, Saint Luke's Road, Dundee, DD3 0LD, Scotland",56.494407,-2.994676
Dundee City,Church Army,Pirate Nuns,Scheduled Activity,Health And Wellbeing,Group,Women,Unknown,Unknown,Unknown,"Saint Luke's Church, Saint Luke's Road, Dundee",DD3 0LD,Unknown,07711 410017,kerry.dixon@churcharmy.org,https://www.facebook.com/Stlukesdundee,Unknown,Unknown,,Women,Not on Recovery Map,Mentioned on Pirate Monks facebook page,Health and Wellbeing,,,Unknown,"Saint Luke's Church, Saint Luke's Road, Dundee, DD3 0LD, Scotland",56.494407,-2.994676
Scotland,Venture Trust,Various Programmes,By Appointment,Health And Wellbeing,Mixed,Adults,Various,Unknown,Unknown,"Unit 6, Block 1 Manor Farm Business Park, Stirling",FK9 5QD,Unknown,01786 447637,info@venturetrust.org.uk,https://www.venturetrust.org.uk/,Unknown,Unknown,,Eligibility based on programme,"We deliver intensive nees-led personal development in communities and the Scottish wilderness, supporting our participants to gain life skills, stability and confidence to succeed for the rest of their lives.",,Health and Wellbeing,,,Unknown,"Unit 6, Block 1 Manor Farm Business Park, Stirling, FK9 5QD, Scotland",56.13738,-3.88566
Dundee City,Police Scotland 101,,Open Access,Health And Wellbeing,One-To-One,All Ages,Monday,00:00:00,23:59:00,City Wide,,,101,,https://www.scotland.police.uk/contact-us/non-emergencies/,Yes,Free,,Open to all,We are committed to improving the lives of all in our communities. Working with our partners to encourage people onto the recovery path for addictions. City wide.,,Health and Wellbeing,00:00,23:59,00:00-23:59,,,
Dundee City,Police Scotland 102,,Open Access,Health And Wellbeing,One-To-One,All Ages,Tuesday,00:00:00,23:59:00,City Wide,,,101,,https://www.scotland.police.uk/contact-us/non-emergencies/,Yes,Free,,Open to all,We are committed to improving the lives of all in our communities. Working with our partners to encourage people onto the recovery path for addictions. City wide.,,Health and Wellbeing,00:00,23:59,00:00-23:59,,,
Dundee City,Police Scotland 103,,Open Access,Health And Wellbeing,One-To-One,All Ages,Wednesday,00:00:00,23:59:00,City Wide,,,101,,https://www.scotland.police.uk/contact-us/non-emergencies/,Yes,Free,,Open to all,We are committed to improving the lives of all in our communities. Working with our partners to encourage people onto the recovery path for addictions. City wide.,,Health and Wellbeing,00:00,23:59,00:00-23:59,,,
Dundee City,Police Scotland 104,,Open Access,Health And Wellbeing,One-To-One,All Ages,Thursday,00:00:00,23:59:00,City Wide,,,101,,https://www.scotland.police.uk/contact-us/non-emergencies/,Yes,Free,,Open to all,We are committed to improving the lives of all in our communities. Working with our partners to encourage people onto the recovery path for addictions. City wide.,,Health and Wellbeing,00:00,23:59,00:00-23:59,,,
Dundee City,Police Scotland 105,,Open Access,Health And Wellbeing,One-To-One,All Ages,Friday,00:00:00,23:59:00,City Wide,,,101,,https://www.scotland.police.uk/contact-us/non-emergencies/,Yes,Free,,Open to all,We are committed to improving the lives of all in our communities. Working with our partners to encourage people onto the recovery path for addictions. City wide.,,Health and Wellbeing,00:00,23:59,00:00-23:59,,,
Dundee City,Police Scotland 106,,Open Access,Health And Wellbeing,One-To-One,All Ages,Saturday,00:00:00,23:59:00,City Wide,,,101,,https://www.scotland.police.uk/contact-us/non-emergencies/,Yes,Free,,Open to all,We are committed to improving the lives of all in our communities. Working with our partners to encourage people onto the recovery path for addictions. City wide.,,Health and Wellbeing,00:00,23:59,00:00-23:59,,,
Dundee City,Police Scotland 107,,Open Access,Health And Wellbeing,One-To-One,All Ages,Sunday,00:00:00,23:59:00,City Wide,,,101,,https://www.scotland.police.uk/contact-us/non-emergencies/,Yes,Free,,Open to all,We are committed to improving the lives of all in our communities. Working with our partners to encourage people onto the recovery path for addictions. City wide.,,Health and Wellbeing,00:00,23:59,00:00-23:59,,,
Dundee City,Dundee City Council,Dundee Literacies,Unknown,Health And Wellbeing,Mixed,Adults,Unknown,Unknown,Unknown,"1 Shore Terrace, Dundee",DD1 3AH,Unknown,01382 435808,cld@dundeecity.gov.uk or shoreterrace@dundeecity.gov.uk,https://www.facebook.com/LiteraciesDundee/,Unknown,Unknown,,,"We offer learning support to adults who want to work on their reading, writing, numbers and computer skills. You choose what you want to learn.",https://www.dundeecity.gov.uk/service-area/neighbourhood-services/housing-construction-and-community-services/adult-learning/literacies,Health and Wellbeing,,,Unknown,"1 Shore Terrace, Dundee, DD1 3AH, Scotland",56.45982,-2.968286
Dundee City,Alternatives Dundee,Download Youth Counselling,By Appointment,Health And Wellbeing,Mixed,Young People,Monday,09:00:00,17:00:00,"Number 10, 10 Constitution Road, Dundee",DD1 1LL,Unknown,01382 221112 or 07594 145618,info@alternativesdundee.co.uk,https://alternativesdundee.org/download/,Yes,Unknown,,Age 12 - 25,"Our team uniquely combine youth work and counselling skills training to develop tailored one to one and group programmes which help young people to explore and recognise emptions, giving them tools to express these in a safe way.",,Health and Wellbeing,09:00,17:00,09:00-17:00,"Number 10, 10 Constitution Road, Dundee, DD1 1LL, Scotland",56.462299,-2.97493
Dundee City,Alternatives Dundee,Download Youth Counselling,By Appointment,Health And Wellbeing,Mixed,Young People,Tuesday,09:00:00,17:00:00,"Number 10, 10 Constitution Road, Dundee",DD1 1LL,Unknown,01382 221112 or 07594 145618,info@alternativesdundee.co.uk,https://alternativesdundee.org/download/,Yes,Unknown,,Age 12 - 26,"Our team uniquely combine youth work and counselling skills training to develop tailored one to one and group programmes which help young people to explore and recognise emptions, giving them tools to express these in a safe way.",,Health and Wellbeing,09:00,17:00,09:00-17:00,"Number 10, 10 Constitution Road, Dundee, DD1 1LL, Scotland",56.462299,-2.97493
Dundee City,Alternatives Dundee,Download Youth Counselling,By Appointment,Health And Wellbeing,Mixed,Young People,Wednesday,09:00:00,17:00:00,"Number 10, 10 Constitution Road, Dundee",DD1 1LL,Unknown,01382 221112 or 07594 145618,info@alternativesdundee.co.uk,https://alternativesdundee.org/download/,Yes,Unknown,,Age 12 - 27,"Our team uniquely combine youth work and counselling skills training to develop tailored one to one and group programmes which help young people to explore and recognise emptions, giving them tools to express these in a safe way.",,Health and Wellbeing,09:00,17:00,09:00-17:00,"Number 10, 10 Constitution Road, Dundee, DD1 1LL, Scotland",56.462299,-2.97493
Dundee City,Alternatives Dundee,Download Youth Counselling,By Appointment,Health And Wellbeing,Mixed,Young People,Thursday,09:00:00,17:00:00,"Number 10, 10 Constitution Road, Dundee",DD1 1LL,Unknown,01382 221112 or 07594 145618,info@alternativesdundee.co.uk,https://alternativesdundee.org/download/,Yes,Unknown,,Age 12 - 28,"Our team uniquely combine youth work and counselling skills training to develop tailored one to one and group programmes which help young people to explore and recognise emptions, giving them tools to express these in a safe way.",,Health and Wellbeing,09:00,17:00,09:00-17:00,"Number 10, 10 Constitution Road, Dundee, DD1 1LL, Scotland",56.462299,-2.97493
Dundee City,Alternatives Dundee,Download Youth Counselling,By Appointment,Health And Wellbeing,Mixed,Young People,Friday,09:00:00,17:00:00,"Number 10, 10 Constitution Road, Dundee",DD1 1LL,Unknown,01382 221112 or 07594 145618,info@alternativesdundee.co.uk,https://alternativesdundee.org/download/,Yes,Unknown,,Age 12 - 29,"Our team uniquely combine youth work and counselling skills training to develop tailored one to one and group programmes which help young people to explore and recognise emptions, giving them tools to express these in a safe way.",,Health and Wellbeing,09:00,17:00,09:00-17:00,"Number 10, 10 Constitution Road, Dundee, DD1 1LL, Scotland",56.462299,-2.97493
Dundee City,Rock Street Chaplains Dundee,City Wide,Open Access,Health And Wellbeing,Drop-In,All Ages,Friday,22:45:00,01:30:00,"Based on Ward Road, Dundee",DD1 1LP,Unknown,07914 751466,,https://www.dundeechaplains.org.uk/,Yes,Free,,Open to all,We work at night in the city centre of Dundee to share the Gospel and create a safer city. We CARE - Chat Assist Share Encourage.,,Health and Wellbeing,22:45,01:30,22:45-01:30,"Based on Ward Road, Dundee, DD1 1LP, Scotland",56.461895,-2.974814
Dundee City,Rock Street Chaplains Dundee,City Wide,Open Access,Health And Wellbeing,Drop-In,All Ages,Saturday,22:45:00,01:30:00,"Based on Ward Road, Dundee",DD1 1LP,Unknown,7915 751466,,https://www.dundeechaplains.org.uk/,Yes,Free,,Open to all,We work at night in the city centre of Dundee to share the Gospel and create a safer city. We CARE - Chat Assist Share Encourage.,,Health and Wellbeing,22:45,01:30,22:45-01:30,"Based on Ward Road, Dundee, DD1 1LP, Scotland",56.461895,-2.974814
Dundee City,Dundee Law Centre,,By Appointment,Health And Wellbeing,One-To-One,Adults,Unknown,Unknown,Unknown,"163 Albert Street, Dundee",DD4 6PX,Unknown,01382 918230,enquiries@dundeelaw.org,https://dundeelaw.org/,Yes,Free,,People in Dundee,"We help people in Dundee to know their legal rights and have them upheld. Getting disability-related welfare benefits reinstated, clearing debts so people can start again, staying in their home when threatened with eviction and potential homelessness.",,Health and Wellbeing,,,Unknown,"163 Albert Street, Dundee, DD4 6PX, Scotland",56.471221,-2.957071
Dundee City,Veterans First Point Tayside,V1P Tayside,Open Access,Health And Wellbeing,One-To-One,Adults,Unknown,Unknown,Unknown,"The Cottage, Kings Cross Hospital, 10 Hospital Street, Dundee",DD3 8EA,Unknown,01382 424029 or 07811 471443,tay.vfp@nhs.scot,https://www.veteransfirstpoint.org.uk/drop-center/tayside,Yes,Free,,Veterans & families,Supporting veterans and their families with welfare and mental health needs. NHS Tayside staff with experience of military life and NHS clinicians specialising in the treatment of a range of mental health difficulties including trauma.,,Health and Wellbeing,,,Unknown,"The Cottage, Kings Cross Hospital, 10 Hospital Street, Dundee, DD3 8EA, Scotland",56.477428,-2.987497
Dundee City,Aberlour Family Outreach Dundee,,By Appointment,Health And Wellbeing,Mixed,All Ages,Monday,09:00:00,17:00:00,"Lothian Crescent, Dundee",DD4 0HU,Unknown,01382 250840,shelley.brown@aberlour.org.uk,https://www.aberlour.org.uk/service/family-outreach-dundee,Yes,Free,,People affected by drugs & alcohol & their children & families,Can help support you on your recovery journey so your children and families can thrive.,,Health and Wellbeing,09:00,17:00,09:00-17:00,"Lothian Crescent, Dundee, DD4 0HU, Scotland",56.489029,-2.918681
Dundee City,Aberlour Family Outreach Dundee,,By Appointment,Health And Wellbeing,Mixed,All Ages,Tuesday,09:00:00,17:00:00,"Lothian Crescent, Dundee",DD4 0HU,Unknown,01382 250840,shelley.brown@aberlour.org.uk,https://www.aberlour.org.uk/service/family-outreach-dundee,Yes,Free,,People affected by drugs & alcohol & their children & families,Can help support you on your recovery journey so your children and families can thrive.,,Health and Wellbeing,09:00,17:00,09:00-17:00,"Lothian Crescent, Dundee, DD4 0HU, Scotland",56.489029,-2.918681
Dundee City,Aberlour Family Outreach Dundee,,By Appointment,Health And Wellbeing,Mixed,All Ages,Wednesday,09:00:00,17:00:00,"Lothian Crescent, Dundee",DD4 0HU,Unknown,01382 250840,shelley.brown@aberlour.org.uk,https://www.aberlour.org.uk/service/family-outreach-dundee,Yes,Free,,People affected by drugs & alcohol & their children & families,Can help support you on your recovery journey so your children and families can thrive.,,Health and Wellbeing,09:00,17:00,09:00-17:00,"Lothian Crescent, Dundee, DD4 0HU, Scotland",56.489029,-2.918681
Dundee City,Aberlour Family Outreach Dundee,,By Appointment,Health And Wellbeing,Mixed,All Ages,Thursday,09:00:00,17:00:00,"Lothian Crescent, Dundee",DD4 0HU,Unknown,01382 250840,shelley.brown@aberlour.org.uk,https://www.aberlour.org.uk/service/family-outreach-dundee,Yes,Free,,People affected by drugs & alcohol & their children & families,Can help support you on your recovery journey so your children and families can thrive.,,Health and Wellbeing,09:00,17:00,09:00-17:00,"Lothian Crescent, Dundee, DD4 0HU, Scotland",56.489029,-2.918681
Dundee City,Aberlour Family Outreach Dundee,,By Appointment,Health And Wellbeing,Mixed,All Ages,Friday,09:00:00,17:00:00,"Lothian Crescent, Dundee",DD4 0HU,Unknown,01382 250840,shelley.brown@aberlour.org.uk,https://www.aberlour.org.uk/service/family-outreach-dundee,Yes,Free,,People affected by drugs & alcohol & their children & families,Can help support you on your recovery journey so your children and families can thrive.,,Health and Wellbeing,09:00,17:00,09:00-17:00,"Lothian Crescent, Dundee, DD4 0HU, Scotland",56.489029,-2.918681
Dundee City,Making Recovery Real In Dundee,,Unknown,Peer Support,Mixed,Unknown,Unknown,Unknown,Unknown,"Number 10, 10 Constitution Road, Dundee",DD1 1LL,Kevin Hamil,01382 305700 or 07719 969231,kevinhamil@dvva.scot,https://dvva.scot/our-work/third-sector-mental-health-forum/making-recovery-real-in-dundee/,Unknown,Unknown,,,Partnership project promoting recovery through story sharing and peer support.,,Peer Support,,,Unknown,"Number 10, 10 Constitution Road, Dundee, DD1 1LL, Scotland",56.462299,-2.97493
Uk,Families Anonymous,Uk Wide Helpline,Open Access,Family/Carer Support,One-To-One,All Ages,Monday,13:00:00,16:00:00,UK wide,,,0207 4984680,office@famanon.org.uk,https://famanon.org.uk/,Yes,Free,,,"A self-help support of networks for families and friends of people with a current, suspected or former drug problem.",,Family/Carer Support,13:00,16:00,13:00-16:00,,,
Uk,Families Anonymous,Uk Wide,Open Access,Family/Carer Support,One-To-One,All Ages,Monday,18:00:00,21:00:00,UK wide,,,0207 4984680,office@famanon.org.uk,https://famanon.org.uk/,Yes,Free,,,"A self-help support of networks for families and friends of people with a current, suspected or former drug problem.",,Family/Carer Support,18:00,21:00,18:00-21:00,,,
Uk,Families Anonymous,Uk Wide,Open Access,Family/Carer Support,One-To-One,All Ages,Tuesday,13:00:00,16:00:00,UK wide,,,0207 4984680,office@famanon.org.uk,https://famanon.org.uk/,Yes,Free,,,"A self-help support of networks for families and friends of people with a current, suspected or former drug problem.",,Family/Carer Support,13:00,16:00,13:00-16:00,,,
Uk,Families Anonymous,Uk Wide,Open Access,Family/Carer Support,One-To-One,All Ages,Tuesday,18:00:00,21:00:00,UK wide,,,0207 4984680,office@famanon.org.uk,https://famanon.org.uk/,Yes,Free,,,"A self-help support of networks for families and friends of people with a current, suspected or former drug problem.",,Family/Carer Support,18:00,21:00,18:00-21:00,,,
Uk,Families Anonymous,Uk Wide,Open Access,Family/Carer Support,One-To-One,All Ages,Wednesday,13:00:00,16:00:00,UK wide,,,0207 4984680,office@famanon.org.uk,https://famanon.org.uk/,Yes,Free,,,"A self-help support of networks for families and friends of people with a current, suspected or former drug problem.",,Family/Carer Support,13:00,16:00,13:00-16:00,,,
Uk,Families Anonymous,Uk Wide,Open Access,Family/Carer Support,One-To-One,All Ages,Wednesday,18:00:00,21:00:00,UK wide,,,0207 4984680,office@famanon.org.uk,https://famanon.org.uk/,Yes,Free,,,"A self-help support of networks for families and friends of people with a current, suspected or former drug problem.",,Family/Carer Support,18:00,21:00,18:00-21:00,,,
Uk,Families Anonymous,Uk Wide,Open Access,Family/Carer Support,One-To-One,All Ages,Thursday,13:00:00,16:00:00,UK wide,,,0207 4984680,office@famanon.org.uk,https://famanon.org.uk/,Yes,Free,,,"A self-help support of networks for families and friends of people with a current, suspected or former drug problem.",,Family/Carer Support,13:00,16:00,13:00-16:00,,,
Uk,Families Anonymous,Uk Wide,Open Access,Family/Carer Support,One-To-One,All Ages,Thursday,18:00:00,21:00:00,UK wide,,,0207 4984680,office@famanon.org.uk,https://famanon.org.uk/,Yes,Free,,,"A self-help support of networks for families and friends of people with a current, suspected or former drug problem.",,Family/Carer Support,18:00,21:00,18:00-21:00,,,
Uk,Families Anonymous,Uk Wide,Open Access,Family/Carer Support,One-To-One,All Ages,Friday,13:00:00,16:00:00,UK wide,,,0207 4984680,office@famanon.org.uk,https://famanon.org.uk/,Yes,Free,,,"A self-help support of networks for families and friends of people with a current, suspected or former drug problem.",,Family/Carer Support,13:00,16:00,13:00-16:00,,,
Uk,Families Anonymous,Uk Wide,Open Access,Family/Carer Support,One-To-One,All Ages,Friday,18:00:00,21:00:00,UK wide,,,0207 4984680,office@famanon.org.uk,https://famanon.org.uk/,Yes,Free,,,"A self-help support of networks for families and friends of people with a current, suspected or former drug problem.",,Family/Carer Support,18:00,21:00,18:00-21:00,,,
Scotland,Scottish Families Affected by Drugs,Scotland Wide,Open Access,Family/Carer Support,One-To-One,All Ages,Unknown,Unknown,Unknown,Scotland wide,,,08080 101011,helpline@sfad.org.uk,https://www.sfad.org.uk/,Yes,Free,,People concerned about someone else's substance use,National Helpline for anyone who has a concern about someone else's substance use. Provide one to one family support via phone or video link at a time that suits. Visit online for details of our national take-home Naloxone programme and our family bereavement support.,,Family/Carer Support,,,Unknown,"Scotland wide, , Scotland",,
Dundee City,Needs 2 (Bridging the gap),Meeting 1St Monday Of The Month,Scheduled Activity,Peer Support,Group,All Ages,Monday,19:30:00,Unknown,"Dundee Carers Centre, Seagate House, Dundee",DD1 2HB,Unknown,01224 557672,,https://www.needs-scotland.org/meetings/,Yes,Free,,Recoverers and carers of those with eating disorders,Offering help and support for anyone affected by eating disorders.,,Peer Support,19:30,,19:30-Unknown,"Dundee Carers Centre, Seagate House, Dundee, DD1 2HB, Scotland",56.46346,-2.966359
Dundee City,Boomerang Community Centre SCIO,Community Larder,Open Access,Food Resources,Drop-In,All Ages,Monday,10:00:00,12:00:00,"10 Kemback Street, Dundee",DD4 6ET,Unknown,,,,Yes,Mixed,"£2 for 8 store items, can add £2 for 2 fridge/freezer and/or £1 for 2 cleaning/ toiletries. Free: Bakery, fruit & veg, sanitary products.",Open to all,Not on recovery map,"Community Larder- store items, fridge, freezer, bakery, cleaning, toiletries, sanitary products, nappies when available",Food Resources,10:00,12:00,10:00-12:00,"10 Kemback Street, Dundee, DD4 6ET, Scotland",56.469132,-2.95661
Dundee City,Boomerang Community Centre SCIO,Community Larder,Open Access,Food Resources,Drop-In,All Ages,Wednesday,10:00:00,12:00:00,"10 Kemback Street, Dundee",DD4 6ET,Unknown,,,,Yes,Mixed,"£2 for 8 store items, can add £2 for 2 fridge/freezer and/or £1 for 2 cleaning/ toiletries. Free: Bakery, fruit & veg, sanitary products.",Open to all,Not on recovery map,"Community Larder- store items, fridge, freezer, bakery, cleaning, toiletries, sanitary products, nappies when available",Food Resources,10:00,12:00,10:00-12:00,"10 Kemback Street, Dundee, DD4 6ET, Scotland",56.469132,-2.95661
Dundee City,Boomerang Community Centre SCIO,Community Larder,Open Access,Food Resources,Drop-In,All Ages,Friday,10:00:00,12:00:00,"10 Kemback Street, Dundee",DD4 6ET,Unknown,,,,Yes,Mixed,"£2 for 8 store items, can add £2 for 2 fridge/freezer and/or £1 for 2 cleaning/ toiletries. Free: Bakery, fruit & veg, sanitary products.",Open to all,Not on recovery map,"Community Larder- store items, fridge, freezer, bakery, cleaning, toiletries, sanitary products, nappies when available",Food Resources,10:00,12:00,10:00-12:00,"10 Kemback Street, Dundee, DD4 6ET, Scotland",56.469132,-2.95661
Dundee City,Boomerang Community Centre SCIO,Cosy Café,Open Access,Food Resources,Drop-In,All Ages,Monday,10:00:00,11:30:00,"10 Kemback Street, Dundee",DD4 6ET,Unknown,,,,Yes,Free,,Open to all,Not on recovery map,"Cosy café - free tea/coffee, toast, sometimes pastries too.",Food Resources,10:00,11:30,10:00-11:30,"10 Kemback Street, Dundee, DD4 6ET, Scotland",56.469132,-2.95661
Dundee City,Boomerang Community Centre SCIO,Cosy Café,Open Access,Food Resources,Drop-In,All Ages,Tuesday,10:00:00,11:30:00,"10 Kemback Street, Dundee",DD4 6ET,Unknown,,,,Yes,Free,,Open to all,Not on recovery map,"Cosy café - free tea/coffee, toast, sometimes pastries too.",Food Resources,10:00,11:30,10:00-11:30,"10 Kemback Street, Dundee, DD4 6ET, Scotland",56.469132,-2.95661
